code;name;country_id;icao
AHO;Alghero-Fertilia Airport;IT;LIEA
AHZ;Alpe D Huez;FR;LFHU
AJL;Aizawl Airport;IN;VELP
MIN;Minnipa;AU;YMPA
MIP;Mitspeh Ramon;IL;LLRM
MIR;Habib Bourguiba International Airport;TN;DTMB
MIT;Kern County;US;KMIT
SCC;Prudhoe Bay/Deadhorse Airport;US;PASC
SLQ;Sleetmute;US;PASL
YCI;Caribou Island;CA;
MIW;Municipal;US;
MJB;Mejit Island;MH;
YCX;Gagetown;CA;
YDI;Davis Inlet;CA;
BNT;Bundi;PG;AYDI
BOT;Boset;PG;AYET
YJO;Johnny Mountain;CA;
YAV;Miners Bay;CA;CAW7
ELM;Elmira Corning Regional Airport;US;KELM
QJE;Heliport;GL;
MJC;Man;CI;DIMN
KKD;Kokoda;PG;AYKO
KUY;Kamusi Airport;PG;AYKS
KWO;Kawito;PG;AYKW
AKJ;Asahikawa Airport;JP;RJEC
GEI;Green Islands;PG;
HTI;Hamilton Island Airport;AU;YBHM
RBH;Brooks Lodge;US;
AKL;Auckland Airport;NZ;NZAA
MHT;Manchester Boston Regional Airport;US;KMHT
IHU;Ihu;PG;AYIH
YRE;Resolution Island;CA;
TQL;Tarko-Sale;RU;USDS
YSR;Nanisivik;CA;
BPB;Boridi;PG;
MJF;Kjaerstad Airport;NO;ENMS
YGS;Germansen;CA;
BPK;Biangabip;PG;AYBQ
BTX;Betoota;AU;YBEO
BUC;Burketown;AU;YBKT
AKT;Raf Akrotiri;CY;LCRA
BDW;Bedford Downs;AU;YBDF
BGM;Greater Binghamton Airport;US;KBGM
BGN;Belaya Gora Airport;RU;UESG
BGO;Bergen Airport;NO;ENBR
BGS;Webb AFB;US;
BGU;Bangassou;CF;FEFG
BGV;Bento Goncalves;BR;SSBG
BVI;Birdsville;AU;YBDV
YBI;Black Tickle;CA;CCE4
MJG;Mayajigua;CU;
ZFL;South Trout Lake;CA;
BLS;Bollon;AU;YBLL
MJI;Mitiga Tripoli Airport;LY;HLLM
MHW;Monteagudo;BO;SLAG
YIO;Pond Inlet Airport;CA;CYIO
MIA;Miami International Airport;US;KMIA
EDA;Edna Bay;US;
GCI;Guernsey Airport;GG;EGJB
AKW;Aghajari;IR;OIAG
TRS;Trieste - Friuli Venezia Giulia Airport;IT;LIPQ
LBV;Libreville Airport;GA;FOOL
TRV;Trivandrum International Airport;IN;VOTV
TRZ;Tiruchirapalli International Airport;IN;VOTR
TSA;Taipei Songshan Airport;TW;RCSS
TSB;Tsumeb;NA;FYTM
TSC;Taisha;EC;SETH
TSD;Tshipise;ZA;
TSE;Astana (Nursultan) International Airport;KZ;
TBG;Tabubil Airport;PG;AYTB
BQL;Boulia;AU;YBOU
GIC;Boigu Island;AU;YBOI
ALF;Alta Airport;NO;ENAT
ALH;Albany Airport;AU;YABA
ANO;Angoche;MZ;FQAG
BEW;Beira Airport;MZ;FQBR
BGW;Baghdad International Airport;IQ;ORBI
HBH;Hobart Bay;US;
ISA;Mount Isa Airport;AU;YBMA
LRE;Longreach Airport;AU;YLRE
MYI;Murray Island;AU;YMAE
MJL;Mouila;GA;FOGM
BKO;Bamako-Senou International Airport;ML;GABS
MJM;Mbuji-Mayi;CD;FZWA
MIC;Crystal;US;
MID;Manuel Crescencio Rejon International Airport;MX;MMMD
KAH;City Heliport;AU;
LHG;Lightning Ridge;AU;YLRD
ADX;Leuchars;GB;EGQL
TSX;Tanjung Santan;ID;WALT
TTB;Arbatax;IT;LIET
DKL;Kiwigana Lodge Heliport;CA;
BRZ;Borotou;CI;
BSZ;Bartletts;US;
AEH;Abéché;TD;FTTC
ASR;Kayseri Airport;TR;LTAU
AYN;Anyang Airport;CN;ZHAY
BHE;Woodbourne Airport;NZ;NZWB
BHG;Brus Laguna;HN;MHBL
BHJ;Rudra Mata Airport;IN;VABJ
BHM;Birmingham-Shuttlesworth International Airport;US;KBHM
BHN;Beihan;YE;OYBN
BHQ;Broken Hill Airport;AU;YBHI
BHT;Brighton Downs;AU;
BHU;Bhavnagar Airport;IN;VABV
BVL;Baures;BO;SLBA
EUA;Kaufana;TO;NFTE
HIH;Hook Island;AU;
HZK;Husavik;IS;BIHU
MKL;Mckellar Airport;US;KMKL
BXV;Breiddalsvik;IS;BIBV
BAC;Barranca De Upia;CO;
BIA;Bastia Poretta Airport;FR;LFKB
BID;Block Island;US;KBID
BIE;Beatrice;US;KBIE
YHI;Holman;CA;CYHI
BIJ;Biliau;PG;
YKL;Schefferville Airport;CA;CYKL
MKO;Davis Field;US;
MKW;Rendani Airport;ID;WAUU
BIU;Bildudalur;IS;BIBD
YKG;Kangirsuk Airport;CA;CYAS
MKY;Mackay Airport;AU;YBMK
SDO;Ryotsu Sado Island;JP;
YAT;Attawapiskat;CA;CYAT
KZH;Kizhuyak;US;
YHK;Gjoa Haven Airport;CA;CYHK
BJF;Batsfjord Airport;NO;ENBS
BJI;Bemidji Airport;US;KBJI
CVA;Civic Ar Heli;US;
CZH;Corozal;BZ;
FMC;Five Mile;US;
HSC;Shaoguan;CN;
YGY;Deception;CA;
LCS;Las Canas;CR;
LGZ;Leguizamo;CO;
MLI;Quad City International Airport;US;KMLI
MLN;Melilla Airport;ES;GEML
QPW;Heliport;GL;
YLS;Lebel-Sur-Quevillon;CA;CSH4
OUI;Ban Houei;LA;
JPU;La Defense Heliport;FR;
JWH;Westchase Hilton Heliport;US;
PCE;Painter Creek;US;
PFA;Paf Warren;US;
MLO;Milos Airport;GR;LGML
EPI;Epi;VU;
MLP;Malabang;PH;RPMM
MNJ;Mananjary;MG;FMSM
MNL;Ninoy Aquino International Airport;PH;RPLL
MJQ;Jackson;US;
FTL;Fortuna Ledge;US;
BAG;Loakan;PH;RPUB
BAH;Bahrain International Airport;BH;OBBI
BAV;Baotou Airport;CN;ZBOW
BAX;Barnaul Gherman Titov International Airport;RU;UNBB
BBR;Baillif;GP;TFFB
BBS;Blackbushe;GB;EGLK
BJL;Yundum International Airport;GM;GBYD
BJN;Bajone;MZ;
BJQ;Bahja Airport;OM;
BJT;Bentota River;LK;
BJV;Milas-Bodrum Airport;TR;LTFE
YTC;Sturdee Valley Airport;CA;
YMP;Port McNeil;CA;CAT5
CCD;Century City;US;
NES;East 34th St Landing;US;
MST;Maastricht Aachen Airport;NL;EHBK
YND;Gatineau Airport;CA;CYND
MSV;Sullivan County International;US;KMSV
DJG;Inedbirenne Airport;DZ;DAAJ
AAL;Aalborg Airport;DK;EKYT
ALT;Alenquer;BR;SDWQ
YNP;Natuashish Airport;CA;CNH2
AYU;Aiyura;PG;AYAY
MSY;Louis Armstrong New Orleans International Airport;US;KMSY
YNC;Wemindji;CA;CYNC
YXY;Whitehorse Airport;CA;CYXY
POQ;Polk Inlet;US;
RLU;Bornite Upper;US;
MTH;Florida Keys Marathon Airport;US;KMTH
EPT;Eliptamin;PG;AYEL
MTJ;Montrose Regional Airport;US;KMTJ
EXI;SPB;US;
SOI;South Molle Island;AU;
PTR;Pleasant Harbour;US;
FNK;Fin Creek;US;
BAS;Balalae;SB;AGGE
BMT;Beaumont Municipalcipal;US;KBMT
BMV;Phung-Duc Airport;VN;VVBM
BMY;Belep Island;NC;NWWC
BNA;Nashville International Airport;US;KBNA
BND;Bandar Abbas International Airport;IR;OIKB
BQI;Bagani;NA;FYBG
FXM;Flaxman Island;US;
GTB;Genting;MY;
HEX;Santo Domingo Herrera;DO;
RXA;Raudha;YE;
HGT;Hunter AAF;US;
KGE;Kagau;SB;AGKG
NBO;Jomo Kenyatta International Airport;KE;HKJK
YPL;Pickle Lake;CA;CYPL
YPX;Puvirnituq;CA;CYPX
NMF;Maafaru International Airport;MV;VRDA
QUP;Heliport;GL;
VIK;Airstrip;US;
WBI;Broker Inn;US;
YPM;Pikangikum;CA;CYPM
YCP;Co-op Point;CA;
NBS;Changbaishan Airport;CN;ZYBS
NCE;Cote D'Azur Airport;FR;LFMN
NEU;Sam Neua;LA;VLSN
KOI;Kirkwall Airport;GB;EGPA
MDA;Martindale Army Heliport;US;
MJR;Miramar;AR;SAEM
XBE;Bearskin Lake;CA;CNE3
JSO;Sodertalje Heliport;SE;
BDS;Brindisi - Salento Airport;IT;LIBR
BDU;Bardufoss Airport;NO;ENDU
BEB;Benbecula Airport;GB;EGPL
YTK;Tulugak;CA;
BED;Hanscom Field;US;KBED
BEF;Bluefields;NI;MNBL
BQN;Rafael Hernandez Airport;PR;TJBQ
BQQ;Barra;BR;SNBX
BQV;Bartlett SPB;US;BQV
BRV;Bremerhaven;DE;EDWB
BTN;Bennettsville;US;KBBP
BTP;Butler County - Kenny Scholter Field;US;KBTP
BVA;Beauvais-Tille Airport;FR;LFOB
BVB;Boa Vista Airport;BR;SBBV
BVE;Laroche Airport;FR;LFSL
BVR;Esperadinha;CV;GVBR
FLE;Fort Lee AAF;US;
GAF;Gafsa;TN;DTTF
GEK;Ganes Creek;US;
GFB;Togiak Fish;US;
GLQ;Glennallen;US;
JCH;Qasigiannguit;GL;
JCJ;Chuja Heliport;KR;
YLF;LaForges;CA;
YSG;Lutselke;CA;CYLK
CEL;Cape Eleuthera;BS;
YSE;Squamish;CA;CYSE
YRT;Rankin Inlet Airport;CA;CYRT
WLB;Labouchere Bay;US;
KNV;Knights Inlet;CA;
MIK;Mikkeli;FI;EFMI
YDX;Doc Creek;CA;
YTN;Riviere Au Tonnerre;CA;
AAM;Mala Mala;ZA;FAMD
BGR;Bangor International Airport;US;KBGR
BWA;Bhairawa Airport;NP;VNBW
BWL;Blackwell;US;6OK6
BWM;Bowman;US;KBWW
BWW;Las Brujas Airport;CU;MUBR
BXA;George R Carr;US;KBXA
BXC;Boxborough;US;
BXG;Bendigo;AU;YBDG
BXH;Balhash;KZ;UAAH
BXI;Boundiali;CI;DIBI
BXJ;Burundai;KZ;UAAR
FGL;Fox Glacier;NZ;
MIM;Merimbula Airport;AU;YMER
MJD;Mohenjodaro;PK;OPMJ
NTQ;Noto Airport;JP;RJNW
APR;April River;PG;AYPE
KPF;Kondubol;PG;AYDL
WHH;Hiltons Har H;US;
MJN;Amborovy;MG;FMNM
MLF;Milford;US;
DCP;Cabin Plant Heliport;CA;
MLJ;Baldwin County;US;
XKS;Kasabonika;CA;CYAQ
DGG;Daugo;PG;
CUW;Cube Cove;US;
BKU;Betioky;MG;FMSV
BXK;Buckeye Municipal;US;KBXK
BXS;Borrego Springs;US;L08
BXT;Bontang;ID;WALC
BXX;Borama International;SO;
BXY;Baikonur Krayniy Airport;KZ;UAOL
BYA;Boundary;US;BYA
BYB;Dibaa;OM;
BYD;Beidah;YE;OYBI
BYF;Albert-Bray Airport;FR;LFAQ
BYG;Municipal;US;KBYG
BYI;Rupert;US;KBYI
BZT;Eagle Air Park;US;2TE0
BZY;Beltsy Airport;MD;LUBL
CAA;Catacamas;HN;MHCA
KPG;Kurupung;GY;
KRX;Kar Kar;PG;AYKR
KUQ;Kuri;PG;AYKU
EHT;Rentschler;US;
JNS;Heliport;GL;
FAG;Fagurholsmyri;IS;BIFM
SWB;Shaw River;AU;
BKG;Branson;US;KBBG
KHW;Khwai River Lodge;BW;FBKR
BBK;Kasane Airport;BW;FBKE
BJY;Batajnica;RS;LYBT
BKI;Kota Kinabalu International Airport;MY;WBKK
BKL;Burke Lakefront Airport;US;KBKL
BBZ;Zambezi;ZM;FLZB
BJX;Guanajuato International Airport;MX;MMLO
BKN;Balkanabat Airport;TM;
BMI;Central Illinois Regional Airport;US;KBMI
BMO;Bhamo;MM;VYBM
CAB;Cabinda Airport;AO;FNCA
MLK;Malta;US;M75
MLM;Morelia Airport;MX;MMMM
MLR;Millicent;AU;YMCT
GUE;Guriaso;PG;
MLS;Municipal;US;KMLS
MMR;Camp Maybry AHP;US;
MMT;Mc Entire ANG Base;US;KMMT
NNI;Namutoni;NA;FYNA
KWR;Kwai Harbour;SB;
CAC;Cascavel Airport;BR;SBCA
CAF;Carauari;BR;SWCA
YXF;Snake River;CA;
YDW;Obre Lake;CA;CKV4
RSP;Raspberry Strait;US;
WHD;SPB;US;
MNR;Mongu;ZM;FLMG
MMV;Mal;PG;AYMM
ZBU;Aarhus Limo;DK;
YSZ;Squirrel Cove;CA;
MMW;Moma;MZ;
CAM;Camiri;BO;SLCA
GUN;Gunter AFB;US;
CAO;Clayton;US;KCAO
CAQ;Caucasia;CO;SKCU
CAR;Municipal;US;KCAR
CAS;Anfa;MA;
CAU;Caruaru;BR;SNRU
CAW;Bartolomeu Lisandro Airport;BR;SBCP
CBB;J Wilsterman Airport;BO;SLCB
CBF;Municipal;US;KCBF
CBG;Cambridge Airport;GB;EGSC
CBH;Leger;DZ;DAOR
CBK;Municipal;US;KCBK
IIN;Nishinoomote;JP;
CBL;Ciudad Bolivar;VE;SVCB
XKO;Kemano;CA;
CBN;Penggung;ID;WICD
KNY;Kinoosao;CA;
CBS;Oro Negro;VE;SVON
CCC;Jardines del Rey Airport;CU;MUCC
CCF;Carcassonne Airport;FR;LFMK
CCH;Chile Chico;CL;SCCC
MNS;Mansa;ZM;FLMA
CCI;Concordia;BR;SSCK
CCK;Cocos Islands Airport;CC;YPCC
YDA;Dawson City Airport;CA;CYDA
ZQW;Zweibruecken Airport;DE;EDRZ
JRB;Downtown Manhattan Heliport;US;
WLN;Little Naukati;US;
RAB;Tokua Airport;PG;AYTK
RRS;Roros Airport;NO;ENRO
WRH;Wrench Creek;US;
CCM;Criciuma;BR;SBCM
CCN;Chakcharan;AF;OACC
CCQ;Cachoeira;BR;
CCT;Colonia Catriel;AR;SA30
HAX;Hatbox Field;US;
YBM;Bronson Creek;CA;
WAN;Waverney;AU;
WUG;Wau;PG;AYWU
BNK;Ballina Byron Airport;AU;YBNA
BNL;Barnwell Regional;US;KBNL
BNN;Bronnoysund Airport Bronnoy;NO;ENBN
MNA;Melangguane;ID;WAMN
UMB;North Shore;US;
MNI;Bramble Airport;MS;TRPM
MLU;Monroe Regional Airport;US;KMLU
YRA;Rae Lakes;CA;CYRA
MME;Durham Tees Valley Airport;GB;EGNV
ASI;Saint Helena Airport;SH;FHAW
BAN;Basongo;CD;FZVR
BHC;Bhurban Heliport;PK;
BNI;Benin City Airport;NG;DNBE
BPA;Grumman;US;
BPS;Porto Seguro Airport;BR;SBPS
MMF;Mamfe;CM;FKKF
BPX;Bangda Airport;CN;ZUBD
BQG;Bogorodskoye;RU;UHNB
MNN;Municipal;US;KMNN
MMH;Mammoth Lakes Airport;US;KMMH
MMK;Murmansk Airport;RU;ULMM
GFA;Malmstrom AFB;US;
MMM;Middlemount;AU;YMMU
HNX;Hanna;US;
FGR;Fuengirola;ES;
ILF;Ilford;CA;CZBD
FIN;Finschhafen;PG;AYFI
FMG;Flamingo;CR;
GBO;Baltimore Greenbelt T;US;
IUM;Summit Lake;CA;
MMQ;Mbala;ZM;FLBA
MMU;Morristown Municipal Airport;US;KMMU
MMX;Malmo Airport;SE;ESMS
DSC;Dschang;CM;FKKS
LSA;Losuia;PG;AYKA
RBV;Ramata;SB;AGRM
PEN;Penang International Airport;MY;WMKP
BSK;Biskra Airport;DZ;DAUB
MCZ;Maceio-Zumbi dos Palmares International Airport;BR;SBMO
EBW;Ebolowa;CM;FKKW
CCU;Netaji Subhas Chandra Bose Airport;IN;VECC
MDB;Melinda;BZ;
CCY;Municipal;US;KCCY
AOD;Abou Deia;TD;
AZR;Adrar Airport;DZ;DAUA
BPC;Bamenda;CM;FKKV
BQS;Blagoveschensk Airport;RU;UHBB
BQT;Brest Airport;BY;UMBB
BRA;Barreiras Airport;BR;SNBR
BRB;Barreirinhas;BR;SSRS
BSB;Brasilia International Airport;BR;SBBR
CDE;Caledonia;PA;ZBCD
CDH;Harrell Field;US;KCDH
CDK;Lewis;US;
CDN;Woodward Field;US;KCDN
MDD;Airpark;US;KMDD
MDF;Medford;US;KMDZ
GBG;Galesburg;US;KGBG
IRA;Kirakira Airport;SB;AGGK
MDI;Makurdi;NG;DNMK
MDJ;City-county;US;KS33
PEW;Bacha Khan International Airport;PK;OPPS
PEY;Penong;AU;YPNG
PEZ;Penza Airport;RU;UWPP
PHL;Philadelphia International Airport;US;KPHL
PHN;St Clair County International;US;KPHN
PKE;Parkes Airport;AU;YPKS
PKZ;Pakse Airport;LA;VLPS
PLA;Planadas;CO;
PLF;Pala;TD;FTTP
PLL;Ponta Pelada;BR;SBMN
CZL;Ain El Bey Airport;DZ;DABC
YRB;Resolute Bay Airport;CA;CYRB
QBC;Bella Coola Airport;CA;CYBD
ACE;Lanzarote Airport;ES;GCRR
CDP;Cuddapah;IN;VOCP
CDS;Childress;US;KCDS
CDW;Caldwell Wright;US;KCDW
CEE;Cherepovets Airport;RU;ULWC
CEF;Westover ARB/Metropolitan;US;KCEF
CEG;Hawarden Airport;GB;EGNR
CEO;Waco Kungo;AO;FNWK
CES;Cessnock;AU;YCNK
CET;Le Pontreau;FR;LFOU
CEU;Oconee County;US;KCEU
CEV;Mettle Field;US;KCEV
MIQ;Simón Bolívar International;US;
MDX;Mercedes;AR;SATM
MED;Prince Mohammad Bin Abdulaziz International Airport;SA;OEMA
PLM;Sultan Mahmud Badaruddin II Airport;ID;WIPP
PLN;Emmet County Airport;US;KPLN
PLO;Port Lincoln Airport;AU;YPLC
PLS;Providenciales International Airport;TC;MBPV
PLW;Mutiara Airport;ID;WAML
PLZ;Port Elizabeth International Airport;ZA;FAPE
PMC;El Tepual Airport;CL;SCTE
PMI;Palma de Mallorca Airport;ES;LEPA
PNH;Phnom Penh International Airport;KH;VDPP
PNI;Pohnpei Airport;FM;PTPN
BSQ;Bisbee Municipal Airport;US;P04
DHO;Horn River;CA;
KEA;Keisah Airport;ID;
AMF;Ama;PG;AYAA
SVY;Savo;SB;
VAO;Suavanao Airstrip;SB;AGGV
YAU;Kattiniq/donaldson;CA;CTP9
YAD;Moose Lake;CA;
YAX;Angling Lake Airport;CA;CKB6
AMR;Arno;MH;
BBV;Hkg;CI;DIGN
BST;Bost;AF;OABT
BSU;Basankusu;CD;FZEN
CEW;Bob Sikes;US;KCEW
BSM;Bishe-kola;IR;OINJ
CEY;Calloway County;US;KCEY
AAW;Abbottabad;PK;OPAB
LYT;Lady Elliot Island;AU;
AHT;Amchitka;US;PHKO
BSO;Basco Airport;PH;RPUO
CFQ;Creston Valley Airport;CA;CAJ3
CFR;Carpiquet Airport;FR;LFRK
CFT;Morenci;US;KCFT
MEV;Douglas County;US;KMEV
MEX;Benito Juarez International Airport;MX;MMMX
MFC;Mafeteng;LS;FXMF
GBC;Gasuke;PG;AYGS
MFD;Lahm Municipal;US;KMFD
POA;Salgado Filho International Airport;BR;SBPA
POD;Podor;SN;GOSP
POG;Port Gentil;GA;FOOG
POH;Pocahontas Municipal;US;
PPT;Tahiti Faa'a Airport;PF;NTAA
PPY;Pouso Alegre;BR;SNZA
PPZ;Puerto Paez;VE;SVDZ
PRY;Wonderboom Airport;ZA;FAWB
PSA;Pisa International Airport;IT;LIRP
PSC;Tri-Cities Airport;US;KPSC
GUV;Mougulu;PG;AYML
YFB;Iqaluit Airport;CA;CYFB
HAH;Prince Said Ibrahim Internatonal Airport;KM;FMCH
PVD;Theodore Francis Green Memorial State Airport;US;KPVD
PVG;Shanghai Pudong International Airport;CN;ZSPD
PVH;Porto Velho International Airport;BR;SBPV
MRM;Manare;PG;AYMA
MNC;Nacala;MZ;FQNC
TPI;Tapini;PG;AYTI
SBE;Suabi;PG;AYSA
MND;Medina;CO;
YBV;Berens River Airport;CA;CYBV
YBW;Springbank;CA;CAB3
YBB;Kugaaruk;CA;CYBB
YBF;Bamfield;CA;CAE9
MPE;Griswold;US;
YDB;Burwash Landings;CA;CYDB
YER;Fort Severn;CA;CYER
YCS;Chesterfield Inlet;CA;CYCS
MPJ;Petit Jean Park;US;
MNX;Manicore;BR;SBMY
MOB;Mobile Regional Airport;US;KMOB
AAE;Les Salines Airport;DZ;DABB
AAI;Arraias;BR;SWRA
AAU;Asau;WS;NSAU
AAX;Araxa Airport;BR;SBAX
ABA;Abakan Airport;RU;UNAA
ABF;Abaiang;KI;NGAB
APE;San Juan Aposento;PE;SPAO
BIY;Bisho;ZA;FABE
BTJ;Sultan Iskandar Muda International Airport;ID;WITT
BTR;Baton Rouge Metropolitan Airport;US;KBTR
BTV;Burlington International Airport;US;KBTV
CFV;Municipal;US;KCFV
CGB;Marechal Rondon International Airport;BR;SBCY
CGE;Cambridge;US;KCGE
MOC;Montes Claros Airport;BR;SBMK
MOE;Momeik;MM;VYMO
MPQ;Maan;JO;
MPR;Mcpherson;US;
MPS;Mount Pleasant;US;
YLM;Clinton Creek;CA;
YKE;Knee Lake;CA;CJT3
YGK;Kingston/Norman Rogers Airport;CA;CYGK
MPT;Maliana;TL;WPMN
WAQ;Antsalova;MG;FMMG
MOL;Molde Airport Aro;NO;ENML
YHD;Dryden Regional Airport;CA;CYHD
YIK;Ivujivik;CA;CYIK
DJN;Delta Junction;US;D66
EFO;East Fork Airport;US;
MOQ;Morondava Airport;MG;FMMV
MOT;Minot International Airport;US;KMOT
MOV;Moranbah Airport;AU;YMRB
MPH;Boracay Airport;PH;RPVE
MPK;Mokpo;KR;
ACJ;Anuradhapura;LK;VCCA
ACM;Arica;CO;
ACU;Achutupo;PA;
ADA;Adana Airport;TR;LTAF
ADE;International;YE;OYAA
ADF;Adiyaman Airport;TR;LTCP
ADN;Andes;CO;SKAN
ADR;Andrews;US;KPHH
ADZ;Gustavo Rojas Pinilla Airport;CO;SKSP
BWC;Brawley;US;KBWC
BWD;Brownwood;US;KBWD
BWN;Brunei International Airport;BN;WBSB
BWO;Balakovo;RU;UWSB
CGG;Casiguran;PH;
CGH;Sao Paulo/Congonhas Airport;BR;SBSP
CGJ;Chingola;ZM;FLKE
MPL;Montpellier Mediterranee Airport;FR;LFMT
MPO;Mt Pocono;US;KMPO
MQK;San Matias;BO;SLTI
MQY;Smyrna;US;KMQY
MRI;Merrill Field;US;PAMR
BQE;Bubaque;GW;GGBU
MFZ;Mesalia;PG;AYES
BSV;Besakoa;MG;
BWT;Burnie Wynyard Airport;AU;YWYY
YLC;Kimmirut;CA;CYLC
YPO;Peawanuck;CA;CYPO
PXU;Pleiku Airport;VN;VVPK
BXN;Imsik;TR;LTBV
YWL;Williams Lake Airport;CA;CYWL
YPI;Port Simpson;CA;CAN8
QUO;Akwa Ibom Airport;NG;DNAI
MQV;Mostaganem;DZ;DA14
CAD;Cadillac;US;KCAD
YOJ;Footner Lake Airport;CA;CYOJ
MQW;Telfair-Wheeler;US;
CAG;Cagliari Elmas Airport;IT;LIEE
MQX;Makale Airport;ET;HAMK
YQN;Nakina;CA;CYQN
MQZ;Margaret River;AU;YMGT
MRA;Misurata Airport;LY;HLMS
CAH;Kamau ;VN;VVCM
CBR;Canberra Airport;AU;YSCB
CBT;Catumbela Airport;AO;FNCT
CGQ;Changchun Longjia International Airport;CN;ZYCC
CGR;Campo Grande International Airport;BR;SBCG
AEP;Jorge Newbery Airport;AR;SABE
AFA;San Rafael Airport;AR;SAMR
AFI;Amalfi;CO;SKAM
AFY;Afyon;TR;LTAH
AGB;Augsburg Airport;DE;EDMA
AGE;Flugplatz;DE;EDWG
AGF;La Garenne Airport;FR;LFBA
AGI;Wageningen;SR;SMWA
AGT;Alejo Garcia Airport;PY;SGES
AGU;Aguascalients International Airport;MX;MMAS
APP;Asapa;PG;
CGU;Ciudad Guayana;VE;
CGV;Caiguna;AU;YCAG
CGY;Laguindingan International Airport;PH;RPMY
MRC;Maury County;US;KMRC
MRD;A Carnevalli;VE;SVMD
MRF;Municipal;US;KMRF
CBW;Campo Mourao;BR;SSKM
MWY;Miranda Downs;AU;YMIR
YQT;Thunder Bay International Airport;CA;CYQT
RFS;Rosita;NI;MNRT
CCB;Cable Airport;US;KCCB
RGK;Gorno-Altaysk Airport;RU;UNBG
CCG;Crane County Airport;US;E13
CCJ;Calicut International Airport;IN;VOCL
MWG;Marawaka;PG;AYMW
MXH;Moro Airport;PG;AYMR
AHM;Sumner Parker Field;US;KS03
CDY;Cagayan De Sulu;PH;RPMU
MRJ;Marcala;HN;MHMA
KMR;Karimui;PG;AYRI
CEB;Mactan-Cebu International Airport;PH;RPVM
CEC;Del Norte County Regional Airport;US;KCEC
CEI;Chiang Rai International Airport;TH;VTCT
LMG;Lamassa;PG;
CGZ;Municipal;US;KCGZ
CHH;Chachapoyas;PE;SPPY
CHJ;Chipinge;ZW;FVCH
CHK;Municipal;US;KCHK
AHS;Ahuas;HN;MHAH
AIF;Assis;BR;SNAX
MRK;Marco Island;US;KMKY
AIL;Ailigandi;PA;
AIS;Arorae Island;KI;NGTR
MRL;Miners Lake;AU;
AJA;Ajaccio Napoleon Bonaparte Airport;FR;LFKJ
AJF;Jouf Airport;SA;OESK
AJI;Agri Airport;TR;LTCO
AJK;Araak;IR;OIHR
AJS;Abreojos;MX;
AKA;Ankang;CN;ZLAK
AKD;Akola;IN;VAAK
DRC;Dirico;AO;
HVA;Analalava;MG;FMNL
IAM;In Amenas Airport;DZ;DAUZ
MRN;Lenoir;US;KMRN
MRR;Macara;EC;SEMA
MSR;Mus Airport;TR;LTCK
RGN;Yangon International Airport;MM;VYYY
KPA;Kopiago;PG;AYKG
AGH;Angelholm Helsingborg Airport;SE;ESTA
MSS;Richards Field;US;KMSS
AKR;Akure;NG;DNAK
MSU;Moshoeshoe International Airport;LS;FXMM
JRA;West 30th St Heliport;US;
IDB;Idre;SE;ESUE
CGI;Cape Girardeau Airport;US;KCGI
CGK;Soekarno-Hatta International Airport;ID;WIII
MSW;Massawa International;ER;HHMS
CGP;Shah Amanat International Airport;BD;VGEG
CHA;Chattanooga Airport;US;KCHA
CHL;Challis;US;KLLJ
CHR;Chateauroux;FR;LFLX
CHS;Charleston International Airport;US;KCHS
CHV;Chaves;PT;LPCH
CHX;Changuinola;PA;MPCH
CIA;Ciampino-G. B. Pastine International Airport;IT;LIRA
CID;The Eastern Iowa Airport;US;KCID
CIE;Collie;AU;YCOI
CII;Cildir;TR;LTBD
CIJ;E. Beltram Airport;BO;SLCO
AKU;Aksu Airport;CN;ZWAK
AKX;Aktyubinsk Airport;KZ;UATT
ALA;Almaty Airport;KZ;UAAA
ALE;Alpine;US;
ALL;Albenga;IT;LIMG
ALP;Nejrab;SY;OSAP
ALQ;Federal;BR;SSLT
AMD;Ahmedabad Airport;IN;VAAH
AMJ;Almenara;BR;SNAR
AML;Puerto Armuellas;PA;
AMS;Amsterdam Airport Schiphol;NL;EHAM
AOS;Amook;US;AK81
JAV;Ilulissat Airport;GL;BGJN
MSZ;Yuri Gagarin Airport;AO;FNMO
MTA;Matamata;NZ;NZMA
PCK;Porcupine Creek;US;
CHB;Chilas;PK;OPCL
DCK;Dahl Creek Airport;US;DCK
CHC;Christchurch International Airport;NZ;NZCH
JON;Johnston Island;UM;
AMZ;Ardmore;NZ;NZAR
EGS;Egilsstadir Airport;IS;BIEG
CHF;Jinhae;KR;RKPE
CHG;Chaoyang Airport;CN;ZYCY
MGX;Moabi;GA;FOGI
CIM;Cimitarra;CO;SKCM
CIN;Carroll;US;KCIN
CIO;MCAL Lopez;PY;SGCO
CIQ;Chiquimula;GT;MGCQ
CIR;Cairo;US;KCIR
CIS;Canton Island;KI;PCIS
KVU;Korolevu;FJ;
AHY;Ambatolahy;MG;
ANA;John Wayne International;US;HKOM
ANG;Brie-Champniers;FR;LFBU
ANL;Andulo;AO;
ANU;V.C. Bird International Airport;AG;TAPA
AOC;Altenburg Nobitz;DE;EDAC
AOG;Anshan Teng'ao Airport;CN;ZYAS
ARZ;N'zeto;AO;FNZE
AUI;Aua Island;PG;AYND
BMZ;Bamu;PG;AYBF
CIT;Shymkent Airport;KZ;UAII
CIX;Cornel Ruiz Airport;PE;SPHI
CIZ;Coari;BR;SWKO
